InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
505170,P1033,Power Bank,Fashion,7,2026-05-08 13:52:00,27.29,10261.0,India,191.03
528963,P1079,Coffee Mug,Fashion,1,2026-05-08 14:06:00,123.7,12485.0,France,123.7
529434,P1019,Lip Balm,Fashion,3,2026-05-08 14:11:00,110.21,12450.0,France,330.63
527773,P1049,Cookware Set,Electronics,5,2026-05-08 14:27:00,47.11,10570.0,United States,235.55
525509,P1080,Bedsheet,Beauty,5,2026-05-08 14:33:00,67.92,10632.0,India,339.6
518824,P1072,Jeans,Beauty,2,2026-05-08 14:35:00,17.33,11109.0,United Kingdom,34.66
509267,P1097,Running Shoes,Office,6,2026-05-08 14:43:00,56.48,11801.0,India,338.88
530399,P1076,Shampoo,Fashion,4,2026-05-08 14:53:00,95.99,12500.0,India,383.96
524147,P1038,Backpack,Electronics,4,2026-05-08 15:08:00,46.45,11079.0,United Kingdom,185.8
523514,P1075,Lip Balm,Electronics,2,2026-05-08 15:17:00,65.98,10083.0,Germany,131.96
520709,P1092,Desk Lamp,Books,6,2026-05-08 15:47:00,33.37,11687.0,United Kingdom,200.22
520461,P1096,Pen Set,Beauty,2,2026-05-08 16:06:00,65.43,11541.0,Germany,130.86
503601,P1057,Wireless Headphones,Fashion,4,2026-05-08 16:09:00,70.13,10683.0,India,280.52
509042,P1117,Power Bank,Beauty,3,2026-05-08 16:13:00,62.88,11617.0,Germany,188.64
521874,P1084,Building Blocks,Home & Kitchen,2,2026-05-08 16:29:00,87.92,11062.0,United Kingdom,175.84
505184,P1020,Shampoo,Sports,4,2026-05-08 16:35:00,33.79,12315.0,India,135.16
521607,P1100,Jeans,Toys,3,2026-05-08 16:45:00,35.13,11924.0,Netherlands,105.39
517183,P1118,Keyboard,Fashion,6,2026-05-08 16:51:00,141.1,11191.0,India,846.6
520936,P1071,T-Shirt,Fashion,3,2026-05-08 17:11:00,31.48,10096.0,India,94.44
526879,P1083,Board Game,Office,3,2026-05-08 17:18:00,33.66,11109.0,Spain,100.98
519223,P1094,Backpack,Office,2,2026-05-08 17:25:00,65.92,10590.0,Germany,131.84
505844,P1084,Building Blocks,Home & Kitchen,3,2026-05-08 17:28:00,84.32,11875.0,Australia,252.96
503956,P1074,Moisturizer,Home & Kitchen,3,2026-05-08 17:31:00,11.5,11639.0,France,34.5
503623,P1036,Desk Lamp,Office,2,2026-05-08 17:32:00,15.36,12195.0,United Kingdom,30.72
530460,P1021,Cookware Set,Sports,2,2026-05-08 17:33:00,125.84,12051.0,Germany,251.68
509759,P1053,Novel,Sports,4,2026-05-08 17:55:00,61.48,10363.0,India,245.92
520055,P1075,Lip Balm,Electronics,6,2026-05-08 18:05:00,62.61,10427.0,India,375.66
531090,P1110,Study Guide,Office,7,2026-05-08 18:39:00,40.55,11158.0,India,283.85
512591,P1006,Keyboard,Sports,3,2026-05-08 18:45:00,113.66,10529.0,United Kingdom,340.98
527799,P1003,Smart Watch,Fashion,3,2026-05-08 18:47:00,83.45,11268.0,India,250.35
507001,P1112,Building Blocks,Electronics,3,2026-05-08 18:58:00,125.64,12259.0,United States,376.92
527879,P1070,Yoga Mat,Beauty,3,2026-05-08 19:03:00,58.69,10764.0,India,176.07
512992,P1003,Smart Watch,Fashion,5,2026-05-08 19:10:00,89.78,11054.0,Netherlands,448.9
521019,P1096,Pen Set,Beauty,9,2026-05-08 19:33:00,65.76,10665.0,United Kingdom,591.84
511012,P1005,Power Bank,Sports,2,2026-05-08 19:50:00,99.4,10693.0,Australia,198.8
530709,P1047,Lip Balm,Fashion,4,2026-05-08 20:17:00,48.63,11770.0,India,194.52
502077,P1012,Pen Set,Electronics,3,2026-05-08 20:36:00,170.69,11834.0,India,512.07
527026,P1050,Storage Box,Electronics,2,2026-05-08 20:59:00,166.49,11929.0,United States,332.98
521081,P1050,Storage Box,Electronics,1,2026-05-08 21:38:00,164.88,10279.0,India,164.88
511397,P1076,Shampoo,Fashion,1,2026-05-08 21:39:00,90.82,11601.0,India,90.82
517937,P1075,Lip Balm,Electronics,3,2026-05-08 21:41:00,56.31,11822.0,United States,168.93
529262,P1051,Coffee Mug,Sports,3,2026-05-08 21:50:00,115.08,12448.0,India,345.24
527253,P1060,USB Cable,Fashion,2,2026-05-08 21:52:00,56.88,10050.0,United Kingdom,113.76
519991,P1011,Notebook,Electronics,3,2026-05-08 21:55:00,61.85,11269.0,Germany,185.55
515101,P1047,Lip Balm,Fashion,1,2026-05-08 21:57:00,50.16,10984.0,Netherlands,50.16
506836,P1064,Desk Lamp,Toys,3,2026-05-09 08:00:00,58.98,10468.0,Germany,176.94
526922,P1004,USB Cable,Electronics,4,2026-05-09 08:14:00,96.08,11960.0,India,384.32
530872,P1117,Power Bank,Beauty,3,2026-05-09 08:27:00,59.57,11661.0,United Kingdom,178.71
513770,P1116,USB Cable,Fashion,3,2026-05-09 08:40:00,19.49,12416.0,Germany,58.47
503725,P1077,Cookware Set,Office,4,2026-05-09 08:50:00,53.48,11509.0,France,213.92
512001,P1024,Bedsheet,Toys,2,2026-05-09 09:22:00,98.63,11158.0,Germany,197.26
530948,P1097,Running Shoes,Office,4,2026-05-09 09:24:00,47.19,11288.0,United States,188.76
518410,P1036,Desk Lamp,Office,5,2026-05-09 09:48:00,15.36,11617.0,India,76.8
520561,P1045,Face Wash,Beauty,3,2026-05-09 09:55:00,43.09,11609.0,United States,129.27
511378,P1050,Storage Box,Electronics,4,2026-05-09 09:57:00,159.69,11691.0,United Kingdom,638.76
524828,P1042,Yoga Mat,Beauty,2,2026-05-09 10:05:00,81.43,11616.0,Canada,162.86
514939,P1062,Keyboard,Office,3,2026-05-09 10:09:00,30.36,11898.0,Spain,91.08
508813,P1104,Shampoo,Home & Kitchen,3,2026-05-09 10:17:00,22.99,12181.0,India,68.97
529306,P1108,Bedsheet,Home & Kitchen,5,2026-05-09 10:43:00,51.29,12097.0,France,256.45
508362,P1107,Coffee Mug,Beauty,4,2026-05-09 10:54:00,49.38,10352.0,India,197.52
504351,P1041,Running Shoes,Electronics,3,2026-05-09 10:55:00,116.75,12135.0,United Kingdom,350.25
520079,P1033,Power Bank,Fashion,1,2026-05-09 11:16:00,29.53,11096.0,United Kingdom,29.53
522702,P1012,Pen Set,Electronics,6,2026-05-09 11:26:00,156.52,10944.0,India,939.12
502251,P1004,USB Cable,Electronics,1,2026-05-09 11:26:00,87.9,12020.0,United Kingdom,87.9
507016,P1023,Coffee Mug,Electronics,3,2026-05-09 11:28:00,98.05,12341.0,United Kingdom,294.15
525794,P1074,Moisturizer,Home & Kitchen,5,2026-05-09 11:28:00,8.05,10314.0,United Kingdom,40.25
503641,P1113,Wireless Headphones,Fashion,5,2026-05-09 11:38:00,121.13,11899.0,United Kingdom,605.65
500775,P1085,Wireless Headphones,Books,4,2026-05-09 11:39:00,34.92,11408.0,Netherlands,139.68
512879,P1078,Storage Box,Sports,2,2026-05-09 11:40:00,16.83,12423.0,Italy,33.66
527550,P1036,Desk Lamp,Office,7,2026-05-09 11:56:00,16.68,10444.0,United Kingdom,116.76
506888,P1083,Board Game,Office,2,2026-05-09 12:08:00,44.93,11414.0,India,89.86
507231,P1028,Building Blocks,Home & Kitchen,1,2026-05-09 12:25:00,121.71,10109.0,India,121.71
513929,P1095,Notebook,Toys,5,2026-05-09 12:43:00,20.63,12069.0,India,103.15
525254,P1031,Smart Watch,Beauty,5,2026-05-09 12:51:00,76.71,11976.0,India,383.55
518923,P1096,Pen Set,Beauty,5,2026-05-09 13:05:00,71.04,11220.0,France,355.2
508489,P1009,Water Bottle,Fashion,4,2026-05-09 13:11:00,38.67,10651.0,France,154.68
505117,P1077,Cookware Set,Office,3,2026-05-09 13:25:00,57.43,11518.0,Germany,172.29
503887,P1072,Jeans,Beauty,3,2026-05-09 13:57:00,17.02,12009.0,United Kingdom,51.06
520024,P1077,Cookware Set,Office,2,2026-05-09 14:21:00,50.47,12297.0,India,100.94
511227,P1073,Face Wash,Home & Kitchen,4,2026-05-09 14:25:00,82.29,10011.0,India,329.16
500195,P1053,Novel,Sports,4,2026-05-09 14:32:00,60.46,12132.0,India,241.84
515726,P1046,Moisturizer,Sports,3,2026-05-09 14:53:00,127.63,11040.0,India,382.89
526622,P1063,Wireless Mouse,Office,2,2026-05-09 15:15:00,35.08,11320.0,France,70.16
510587,P1053,Novel,Sports,4,2026-05-09 15:15:00,60.37,11268.0,India,241.48
519333,P1023,Coffee Mug,Electronics,2,2026-05-09 15:16:00,104.67,11790.0,United Kingdom,209.34
501230,P1091,Wireless Mouse,Books,2,2026-05-09 15:31:00,17.16,10181.0,France,34.32
530945,P1119,Wireless Mouse,Fashion,4,2026-05-09 15:51:00,113.43,11013.0,India,453.72
503022,P1082,Study Guide,Home & Kitchen,3,2026-05-09 16:24:00,100.3,10607.0,United Kingdom,300.9
527947,P1021,Cookware Set,Sports,3,2026-05-09 16:33:00,127.37,10227.0,United Kingdom,382.11
527955,P1059,Smart Watch,Home & Kitchen,4,2026-05-09 16:34:00,42.09,12323.0,United Kingdom,168.36
531069,P1004,USB Cable,Electronics,4,2026-05-09 16:42:00,90.84,11295.0,India,363.36
506169,P1120,Desk Lamp,Fashion,6,2026-05-09 16:53:00,73.47,12127.0,Netherlands,440.82
523575,P1010,Backpack,Beauty,1,2026-05-09 17:09:00,59.8,10593.0,France,59.8
526018,P1100,Jeans,Toys,4,2026-05-09 17:35:00,36.37,12483.0,India,145.48
520510,P1030,Bluetooth Speaker,Fashion,2,2026-05-09 17:36:00,68.45,11845.0,United Kingdom,136.9
513505,P1020,Shampoo,Sports,2,2026-05-09 17:44:00,30.39,10480.0,France,60.78
518637,P1008,Desk Lamp,Fashion,2,2026-05-09 17:46:00,70.83,11878.0,United Kingdom,141.66
505697,P1093,Water Bottle,Sports,4,2026-05-09 17:58:00,131.43,11263.0,Italy,525.72
521887,P1062,Keyboard,Office,4,2026-05-09 18:19:00,31.82,10993.0,India,127.28
519238,P1011,Notebook,Electronics,4,2026-05-09 18:34:00,59.76,12483.0,Germany,239.04
507078,P1053,Novel,Sports,1,2026-05-09 18:40:00,58.5,11154.0,Spain,58.5
511939,P1116,USB Cable,Fashion,3,2026-05-09 18:41:00,17.87,12273.0,France,53.61
508265,P1018,Moisturizer,Office,2,2026-05-09 19:01:00,59.68,10146.0,India,119.36
520457,P1032,USB Cable,Home & Kitchen,3,2026-05-09 19:01:00,38.89,10442.0,India,116.67
518952,P1096,Pen Set,Beauty,6,2026-05-09 19:04:00,72.53,12297.0,United Kingdom,435.18
522073,P1044,Jeans,Toys,2,2026-05-09 19:15:00,61.74,10076.0,United States,123.48
517029,P1067,Notebook,Home & Kitchen,1,2026-05-09 19:25:00,30.96,10677.0,India,30.96
528529,P1002,Bluetooth Speaker,Home & Kitchen,2,2026-05-09 19:51:00,112.77,12382.0,United Kingdom,225.54
503147,P1093,Water Bottle,Sports,4,2026-05-09 19:55:00,110.23,10290.0,United States,440.92
530314,P1070,Yoga Mat,Beauty,1,2026-05-09 19:55:00,65.88,11960.0,India,65.88
517662,P1037,Water Bottle,Sports,4,2026-05-09 19:56:00,45.35,10507.0,United Kingdom,181.4
520456,P1075,Lip Balm,Electronics,4,2026-05-09 20:19:00,53.34,11428.0,United States,213.36
511460,P1104,Shampoo,Home & Kitchen,3,2026-05-09 20:31:00,26.95,10524.0,United Kingdom,80.85
525617,P1095,Notebook,Toys,5,2026-05-09 20:57:00,17.76,11589.0,India,88.8
514050,P1063,Wireless Mouse,Office,5,2026-05-09 21:03:00,40.91,12091.0,Germany,204.55
515006,P1028,Building Blocks,Home & Kitchen,4,2026-05-09 21:06:00,141.03,12268.0,India,564.12
506950,P1120,Desk Lamp,Fashion,2,2026-05-09 21:10:00,69.21,12019.0,United Kingdom,138.42
506685,P1078,Storage Box,Sports,3,2026-05-09 21:22:00,18.21,10360.0,India,54.63
521567,P1070,Yoga Mat,Beauty,2,2026-05-09 21:25:00,63.69,11054.0,India,127.38
530051,P1078,Storage Box,Sports,4,2026-05-09 21:29:00,17.76,10635.0,United Kingdom,71.04
509845,P1119,Wireless Mouse,Fashion,2,2026-05-09 21:36:00,90.39,11417.0,United States,180.78
518578,P1076,Shampoo,Fashion,1,2026-05-09 21:37:00,90.22,10755.0,Germany,90.22
511650,P1104,Shampoo,Home & Kitchen,7,2026-05-09 21:38:00,23.66,11677.0,United States,165.62
523999,P1089,Power Bank,Home & Kitchen,3,2026-05-09 21:52:00,16.93,10139.0,United States,50.79
516511,P1019,Lip Balm,Fashion,3,2026-05-09 21:59:00,94.87,10763.0,India,284.61
523493,P1011,Notebook,Electronics,3,2026-05-10 08:13:00,61.48,11933.0,India,184.44
527762,P1111,Board Game,Office,3,2026-05-10 08:27:00,42.65,11737.0,United States,127.95
527365,P1055,Board Game,Office,2,2026-05-10 08:32:00,1.95,12279.0,France,3.9
505761,P1119,Wireless Mouse,Fashion,4,2026-05-10 08:33:00,107.55,12074.0,United Kingdom,430.2
512983,P1067,Notebook,Home & Kitchen,5,2026-05-10 08:34:00,27.96,11905.0,United Kingdom,139.8
501050,P1048,Shampoo,Books,1,2026-05-10 08:37:00,20.61,11918.0,Germany,20.61
523600,P1103,Lip Balm,Electronics,6,2026-05-10 08:40:00,67.28,11970.0,India,403.68
510662,P1105,Cookware Set,Office,1,2026-05-10 08:41:00,8.78,10513.0,India,8.78
529777,P1014,Yoga Mat,Toys,7,2026-05-10 08:50:00,56.13,11598.0,United Kingdom,392.91
505307,P1065,Water Bottle,Office,4,2026-05-10 09:01:00,7.75,10905.0,United Kingdom,31.0
523469,P1099,T-Shirt,Fashion,5,2026-05-10 09:14:00,93.87,10172.0,India,469.35
528507,P1048,Shampoo,Books,3,2026-05-10 09:21:00,17.99,12044.0,United States,53.97
507891,P1022,Storage Box,Office,5,2026-05-10 09:22:00,3.73,12189.0,United States,18.65
513394,P1112,Building Blocks,Electronics,2,2026-05-10 09:23:00,151.68,10860.0,France,303.36
522318,P1050,Storage Box,Electronics,3,2026-05-10 09:28:00,151.23,10381.0,Italy,453.69
515788,P1073,Face Wash,Home & Kitchen,1,2026-05-10 09:33:00,83.15,10430.0,India,83.15
500549,P1048,Shampoo,Books,1,2026-05-10 09:34:00,21.57,11280.0,Netherlands,21.57
503935,P1097,Running Shoes,Office,3,2026-05-10 09:40:00,52.2,12335.0,India,156.6
526967,P1043,T-Shirt,Toys,2,2026-05-10 09:51:00,5.7,11339.0,Germany,11.4
523260,P1073,Face Wash,Home & Kitchen,4,2026-05-10 09:52:00,78.07,12288.0,Germany,312.28
524861,P1099,T-Shirt,Fashion,4,2026-05-10 09:53:00,86.71,10958.0,Netherlands,346.84
504494,P1016,Jeans,Fashion,4,2026-05-10 09:59:00,48.79,11661.0,Italy,195.16
510123,P1002,Bluetooth Speaker,Home & Kitchen,2,2026-05-10 10:00:00,133.83,10934.0,France,267.66
516245,P1017,Face Wash,Books,3,2026-05-10 10:01:00,40.07,10993.0,Germany,120.21
528458,P1046,Moisturizer,Sports,5,2026-05-10 10:09:00,134.24,11196.0,India,671.2
515506,P1013,Running Shoes,Sports,4,2026-05-10 10:10:00,39.55,10103.0,United Kingdom,158.2
501645,P1032,USB Cable,Home & Kitchen,2,2026-05-10 10:25:00,35.34,12379.0,India,70.68
504147,P1106,Storage Box,Beauty,4,2026-05-10 10:33:00,11.25,12241.0,France,45.0
507735,P1040,Pen Set,Toys,4,2026-05-10 10:46:00,22.95,12278.0,France,91.8
525695,P1079,Coffee Mug,Fashion,5,2026-05-10 10:54:00,103.29,11588.0,India,516.45
502885,P1108,Bedsheet,Home & Kitchen,3,2026-05-10 10:54:00,52.22,10606.0,India,156.66
501245,P1027,Board Game,Electronics,5,2026-05-10 11:07:00,115.12,10046.0,France,575.6
517468,P1094,Backpack,Office,2,2026-05-10 11:08:00,54.36,12083.0,India,108.72
503537,P1068,Pen Set,Toys,5,2026-05-10 11:13:00,71.15,11102.0,Germany,355.75
512846,P1042,Yoga Mat,Beauty,3,2026-05-10 11:49:00,71.98,11365.0,India,215.94
514746,P1063,Wireless Mouse,Office,2,2026-05-10 11:56:00,39.56,12361.0,United Kingdom,79.12
527338,P1106,Storage Box,Beauty,4,2026-05-10 12:05:00,12.37,10754.0,France,49.48
508260,P1032,USB Cable,Home & Kitchen,3,2026-05-10 12:21:00,42.5,12210.0,United Kingdom,127.5
526591,P1065,Water Bottle,Office,4,2026-05-10 12:22:00,7.41,11270.0,United States,29.64
527902,P1053,Novel,Sports,3,2026-05-10 12:24:00,56.63,11730.0,India,169.89
506775,P1076,Shampoo,Fashion,4,2026-05-10 12:26:00,95.6,12372.0,India,382.4
520662,P1119,Wireless Mouse,Fashion,1,2026-05-10 12:27:00,98.97,12424.0,India,98.97
522333,P1074,Moisturizer,Home & Kitchen,1,2026-05-10 12:31:00,9.57,12427.0,United Kingdom,9.57
515595,P1058,Bluetooth Speaker,Books,4,2026-05-10 13:06:00,16.43,11210.0,United States,65.72
503990,P1105,Cookware Set,Office,5,2026-05-10 13:20:00,8.88,12029.0,France,44.4
526313,P1081,Novel,Fashion,4,2026-05-10 13:20:00,115.78,12214.0,United Kingdom,463.12
510837,P1007,Wireless Mouse,Books,2,2026-05-10 13:54:00,12.58,10468.0,India,25.16
500092,P1109,Novel,Fashion,3,2026-05-10 14:12:00,34.98,11099.0,Germany,104.94
530341,P1068,Pen Set,Toys,4,2026-05-10 14:17:00,71.63,12051.0,United Kingdom,286.52
507356,P1067,Notebook,Home & Kitchen,3,2026-05-10 14:19:00,29.83,11915.0,Germany,89.49
509649,P1063,Wireless Mouse,Office,4,2026-05-10 14:20:00,41.26,10851.0,United Kingdom,165.04
528457,P1011,Notebook,Electronics,4,2026-05-10 14:57:00,53.36,11909.0,United Kingdom,213.44
531315,P1065,Water Bottle,Office,3,2026-05-10 15:03:00,8.12,12268.0,India,24.36
526121,P1089,Power Bank,Home & Kitchen,3,2026-05-10 15:18:00,14.94,10466.0,United Kingdom,44.82
513087,P1043,T-Shirt,Toys,7,2026-05-10 15:18:00,6.49,10601.0,United Kingdom,45.43
510028,P1009,Water Bottle,Fashion,3,2026-05-10 15:38:00,42.83,10677.0,India,128.49
505826,P1110,Study Guide,Office,2,2026-05-10 15:49:00,34.69,10844.0,United Kingdom,69.38
517213,P1043,T-Shirt,Toys,4,2026-05-10 16:02:00,4.82,10190.0,United Kingdom,19.28
526717,P1030,Bluetooth Speaker,Fashion,1,2026-05-10 17:16:00,60.38,10632.0,Netherlands,60.38
519442,P1003,Smart Watch,Fashion,6,2026-05-10 17:27:00,91.69,10483.0,United Kingdom,550.14
507810,P1105,Cookware Set,Office,3,2026-05-10 17:47:00,8.62,11750.0,India,25.86
527402,P1105,Cookware Set,Office,3,2026-05-10 18:02:00,9.64,10213.0,India,28.92
501765,P1050,Storage Box,Electronics,3,2026-05-10 18:23:00,162.86,11386.0,Netherlands,488.58
514903,P1107,Coffee Mug,Beauty,4,2026-05-10 18:33:00,58.81,12429.0,United Kingdom,235.24
524020,P1022,Storage Box,Office,6,2026-05-10 18:49:00,3.54,11376.0,France,21.24
523270,P1015,T-Shirt,Electronics,2,2026-05-10 19:05:00,206.73,10506.0,Netherlands,413.46
519157,P1108,Bedsheet,Home & Kitchen,4,2026-05-10 19:18:00,58.37,12328.0,United Kingdom,233.48
527323,P1088,USB Cable,Office,3,2026-05-10 19:22:00,21.58,11747.0,India,64.74
522549,P1112,Building Blocks,Electronics,2,2026-05-10 19:26:00,143.12,12106.0,India,286.24
520016,P1041,Running Shoes,Electronics,2,2026-05-10 19:35:00,113.52,10926.0,Spain,227.04
519268,P1014,Yoga Mat,Toys,3,2026-05-10 19:47:00,47.28,10323.0,United Kingdom,141.84
526140,P1026,Study Guide,Office,6,2026-05-10 19:47:00,37.19,11606.0,United Kingdom,223.14
527510,P1014,Yoga Mat,Toys,6,2026-05-10 20:02:00,52.46,11135.0,India,314.76
503103,P1015,T-Shirt,Electronics,1,2026-05-10 20:08:00,210.0,10119.0,France,210.0
514585,P1071,T-Shirt,Fashion,4,2026-05-10 20:16:00,27.63,12099.0,India,110.52
508662,P1046,Moisturizer,Sports,3,2026-05-10 20:16:00,116.67,10480.0,United Kingdom,350.01
508886,P1040,Pen Set,Toys,4,2026-05-10 20:17:00,22.85,11332.0,Netherlands,91.4
502952,P1091,Wireless Mouse,Books,5,2026-05-10 20:28:00,23.33,12111.0,India,116.65
516755,P1090,Keyboard,Office,3,2026-05-10 20:54:00,62.14,11762.0,India,186.42
519410,P1013,Running Shoes,Sports,3,2026-05-10 20:58:00,43.21,10229.0,United Kingdom,129.63
518397,P1034,Keyboard,Beauty,5,2026-05-10 21:01:00,49.54,10292.0,United States,247.7
510579,P1077,Cookware Set,Office,2,2026-05-10 21:06:00,50.55,10126.0,India,101.1
513500,P1066,Backpack,Toys,4,2026-05-10 21:15:00,81.56,12222.0,Netherlands,326.24
511061,P1020,Shampoo,Sports,1,2026-05-10 21:22:00,33.41,10441.0,United Kingdom,33.41
524564,P1076,Shampoo,Fashion,1,2026-05-10 21:53:00,97.34,12481.0,India,97.34
521067,P1003,Smart Watch,Fashion,5,2026-05-10 21:55:00,85.83,11287.0,United Kingdom,429.15
520541,P1057,Wireless Headphones,Fashion,4,2026-05-11 08:15:00,68.54,11384.0,India,274.16
511445,P1006,Keyboard,Sports,1,2026-05-11 08:17:00,124.17,10453.0,United Kingdom,124.17
525678,P1082,Study Guide,Home & Kitchen,4,2026-05-11 08:18:00,109.06,10090.0,India,436.24
503430,P1034,Keyboard,Beauty,1,2026-05-11 08:41:00,49.71,10776.0,United Kingdom,49.71
500976,P1085,Wireless Headphones,Books,1,2026-05-11 08:48:00,33.77,12307.0,Germany,33.77
507888,P1022,Storage Box,Office,3,2026-05-11 08:56:00,4.18,11980.0,France,12.54
530890,P1021,Cookware Set,Sports,7,2026-05-11 08:57:00,130.58,11311.0,United Kingdom,914.06
531335,P1027,Board Game,Electronics,2,2026-05-11 08:58:00,100.55,10934.0,Germany,201.1
526637,P1108,Bedsheet,Home & Kitchen,2,2026-05-11 08:58:00,53.93,10279.0,France,107.86
525340,P1007,Wireless Mouse,Books,1,2026-05-11 08:58:00,10.6,12426.0,India,10.6
529045,P1004,USB Cable,Electronics,4,2026-05-11 09:00:00,90.45,10795.0,Australia,361.8
519270,P1050,Storage Box,Electronics,3,2026-05-11 09:07:00,173.64,10066.0,United States,520.92
522331,P1045,Face Wash,Beauty,5,2026-05-11 09:40:00,44.95,10388.0,France,224.75
513302,P1104,Shampoo,Home & Kitchen,2,2026-05-11 09:40:00,26.91,12297.0,United Kingdom,53.82
526576,P1111,Board Game,Office,3,2026-05-11 09:42:00,45.42,11791.0,India,136.26
511867,P1022,Storage Box,Office,3,2026-05-11 09:47:00,4.04,10379.0,United Kingdom,12.12
528184,P1017,Face Wash,Books,4,2026-05-11 10:10:00,38.84,12493.0,India,155.36
520581,P1089,Power Bank,Home & Kitchen,3,2026-05-11 10:12:00,17.45,10631.0,India,52.35
527615,P1113,Wireless Headphones,Fashion,4,2026-05-11 10:30:00,112.09,10822.0,India,448.36
526796,P1005,Power Bank,Sports,3,2026-05-11 10:43:00,119.03,11170.0,United Kingdom,357.09
517312,P1017,Face Wash,Books,9,2026-05-11 10:54:00,39.89,10904.0,France,359.01
529973,P1075,Lip Balm,Electronics,3,2026-05-11 11:09:00,55.82,11597.0,India,167.46
525882,P1112,Building Blocks,Electronics,4,2026-05-11 11:12:00,128.02,10705.0,Spain,512.08
518472,P1085,Wireless Headphones,Books,5,2026-05-11 11:15:00,27.29,10536.0,Australia,136.45
505242,P1030,Bluetooth Speaker,Fashion,3,2026-05-11 11:16:00,54.28,10555.0,India,162.84
509381,P1017,Face Wash,Books,4,2026-05-11 12:08:00,37.63,10516.0,India,150.52
520596,P1069,Running Shoes,Fashion,5,2026-05-11 12:15:00,47.33,12027.0,United States,236.65
514175,P1101,Face Wash,Beauty,3,2026-05-11 12:15:00,60.23,12283.0,India,180.69
526026,P1047,Lip Balm,Fashion,4,2026-05-11 12:20:00,47.35,10185.0,United Kingdom,189.4
527194,P1048,Shampoo,Books,1,2026-05-11 12:28:00,22.27,11991.0,United States,22.27
514298,P1076,Shampoo,Fashion,4,2026-05-11 12:29:00,82.04,12315.0,United Kingdom,328.16
517367,P1115,Smart Watch,Sports,2,2026-05-11 12:53:00,112.05,10140.0,Germany,224.1
522033,P1091,Wireless Mouse,Books,5,2026-05-11 12:59:00,22.35,11045.0,United States,111.75
524606,P1005,Power Bank,Sports,2,2026-05-11 13:18:00,126.27,10789.0,India,252.54
506622,P1025,Novel,Electronics,3,2026-05-11 13:31:00,166.24,11080.0,United Kingdom,498.72
525133,P1015,T-Shirt,Electronics,3,2026-05-11 13:32:00,192.26,12352.0,United States,576.78
521342,P1073,Face Wash,Home & Kitchen,3,2026-05-11 13:54:00,73.81,11412.0,India,221.43
529707,P1031,Smart Watch,Beauty,3,2026-05-11 14:04:00,70.67,10030.0,India,212.01
512877,P1036,Desk Lamp,Office,3,2026-05-11 14:09:00,16.71,12139.0,United Kingdom,50.13
519683,P1103,Lip Balm,Electronics,3,2026-05-11 14:24:00,70.22,11184.0,United Kingdom,210.66
522985,P1096,Pen Set,Beauty,4,2026-05-11 14:28:00,68.64,12234.0,United States,274.56
522065,P1118,Keyboard,Fashion,4,2026-05-11 14:34:00,109.45,12295.0,Spain,437.8
506268,P1116,USB Cable,Fashion,3,2026-05-11 14:35:00,15.03,11397.0,United Kingdom,45.09
509260,P1079,Coffee Mug,Fashion,1,2026-05-11 14:43:00,107.88,11857.0,France,107.88
524763,P1048,Shampoo,Books,2,2026-05-11 14:54:00,21.16,11399.0,Canada,42.32
519673,P1087,Smart Watch,Fashion,1,2026-05-11 15:10:00,17.71,11706.0,India,17.71
521766,P1022,Storage Box,Office,5,2026-05-11 15:15:00,4.39,10972.0,India,21.95
510867,P1099,T-Shirt,Fashion,4,2026-05-11 15:22:00,89.44,11354.0,India,357.76
511372,P1012,Pen Set,Electronics,2,2026-05-11 15:46:00,144.3,11936.0,United Kingdom,288.6
507045,P1065,Water Bottle,Office,2,2026-05-11 15:46:00,6.93,10829.0,United Kingdom,13.86
508955,P1120,Desk Lamp,Fashion,1,2026-05-11 16:36:00,66.27,10381.0,India,66.27
516322,P1064,Desk Lamp,Toys,3,2026-05-11 16:43:00,66.54,10761.0,India,199.62
523547,P1076,Shampoo,Fashion,4,2026-05-11 16:55:00,94.72,10532.0,United Kingdom,378.88
526009,P1111,Board Game,Office,6,2026-05-11 17:17:00,41.16,10339.0,India,246.96
511213,P1046,Moisturizer,Sports,3,2026-05-11 17:28:00,112.43,10906.0,United Kingdom,337.29
502986,P1068,Pen Set,Toys,3,2026-05-11 17:37:00,82.38,10249.0,United Kingdom,247.14
525412,P1005,Power Bank,Sports,4,2026-05-11 17:38:00,118.29,10004.0,Netherlands,473.16
504192,P1021,Cookware Set,Sports,6,2026-05-11 17:39:00,118.82,11655.0,India,712.92
523254,P1031,Smart Watch,Beauty,2,2026-05-11 17:46:00,70.46,10447.0,India,140.92
521668,P1083,Board Game,Office,2,2026-05-11 17:48:00,39.66,11774.0,India,79.32
503722,P1111,Board Game,Office,3,2026-05-11 18:03:00,40.3,11798.0,India,120.9
506508,P1066,Backpack,Toys,4,2026-05-11 18:19:00,80.81,11493.0,Spain,323.24
528887,P1085,Wireless Headphones,Books,3,2026-05-11 19:15:00,35.21,10993.0,India,105.63
520100,P1040,Pen Set,Toys,1,2026-05-11 19:17:00,27.4,10773.0,United States,27.4
522334,P1084,Building Blocks,Home & Kitchen,1,2026-05-11 19:20:00,89.91,10308.0,India,89.91
